0.12	0.0528
0.0528	0.0250061
0.0250061	0.0121904
0.0121904	0.00602089
0.00602089	0.00299232
0.00299232	0.00149168
0.00149168	0.000744729
0.000744729	0.000372087
0.000372087	0.000185974
0.000185974	9.29699e-05
9.29699e-05	4.64806e-05
4.64806e-05	2.32392e-05
2.32392e-05	1.16193e-05
1.16193e-05	5.80961e-06
5.80961e-06	2.90479e-06
2.90479e-06	1.45239e-06
1.45239e-06	7.26193e-07
7.26193e-07	3.63096e-07
3.63096e-07	1.81548e-07
1.81548e-07	9.0774e-08
9.0774e-08	4.5387e-08
4.5387e-08	2.26935e-08
2.26935e-08	1.13468e-08
1.13468e-08	5.67338e-09
5.67338e-09	2.83669e-09
2.83669e-09	1.41834e-09
1.41834e-09	7.09172e-10
7.09172e-10	3.54586e-10
3.54586e-10	1.77293e-10
1.77293e-10	8.86465e-11
8.86465e-11	4.43233e-11
4.43233e-11	2.21616e-11
2.21616e-11	1.10808e-11
1.10808e-11	5.54041e-12
5.54041e-12	2.7702e-12
2.7702e-12	1.3851e-12
1.3851e-12	6.92551e-13
6.92551e-13	3.46275e-13
3.46275e-13	1.73138e-13
1.73138e-13	8.65689e-14
8.65689e-14	4.32844e-14
4.32844e-14	2.16422e-14
2.16422e-14	1.08211e-14
1.08211e-14	5.41055e-15
5.41055e-15	2.70528e-15
2.70528e-15	1.35264e-15
1.35264e-15	6.76319e-16
6.76319e-16	3.3816e-16
3.3816e-16	1.6908e-16
1.6908e-16	8.45399e-17
8.45399e-17	4.22699e-17
4.22699e-17	2.1135e-17
2.1135e-17	1.05675e-17
1.05675e-17	5.28374e-18
5.28374e-18	2.64187e-18
2.64187e-18	1.32094e-18
1.32094e-18	6.60468e-19
6.60468e-19	3.30234e-19
3.30234e-19	1.65117e-19
1.65117e-19	8.25585e-20
8.25585e-20	4.12792e-20
4.12792e-20	2.06396e-20
2.06396e-20	1.03198e-20
1.03198e-20	5.15991e-21
5.15991e-21	2.57995e-21
2.57995e-21	1.28998e-21
1.28998e-21	6.44988e-22
6.44988e-22	3.22494e-22
3.22494e-22	1.61247e-22
1.61247e-22	8.06235e-23
8.06235e-23	4.03118e-23
4.03118e-23	2.01559e-23
2.01559e-23	1.00779e-23
1.00779e-23	5.03897e-24
5.03897e-24	2.51949e-24
2.51949e-24	1.25974e-24
1.25974e-24	6.29871e-25
6.29871e-25	3.14936e-25
3.14936e-25	1.57468e-25
1.57468e-25	7.87339e-26
7.87339e-26	3.9367e-26
3.9367e-26	1.96835e-26
1.96835e-26	9.84174e-27
9.84174e-27	4.92087e-27
4.92087e-27	2.46043e-27
2.46043e-27	1.23022e-27
1.23022e-27	6.15109e-28
6.15109e-28	3.07554e-28
3.07554e-28	1.53777e-28
1.53777e-28	7.68886e-29
7.68886e-29	3.84443e-29
3.84443e-29	1.92221e-29
1.92221e-29	9.61107e-30
9.61107e-30	4.80554e-30
4.80554e-30	2.40277e-30
2.40277e-30	1.20138e-30
1.20138e-30	6.00692e-31
6.00692e-31	3.00346e-31
3.00346e-31	1.50173e-31
1.50173e-31	7.50865e-32
7.50865e-32	3.75433e-32
3.75433e-32	1.87716e-32
1.87716e-32	9.38581e-33
9.38581e-33	4.69291e-33
4.69291e-33	2.34645e-33
2.34645e-33	1.17323e-33
1.17323e-33	5.86613e-34
5.86613e-34	2.93307e-34
2.93307e-34	1.46653e-34
1.46653e-34	7.33267e-35
7.33267e-35	3.66633e-35
3.66633e-35	1.83317e-35
1.83317e-35	9.16583e-36
9.16583e-36	4.58292e-36
4.58292e-36	2.29146e-36
2.29146e-36	1.14573e-36
1.14573e-36	5.72865e-37
5.72865e-37	2.86432e-37
2.86432e-37	1.43216e-37
1.43216e-37	7.16081e-38
7.16081e-38	3.5804e-38
3.5804e-38	1.7902e-38
1.7902e-38	8.95101e-39
8.95101e-39	4.4755e-39
4.4755e-39	2.23775e-39
2.23775e-39	1.11888e-39
1.11888e-39	5.59438e-40
5.59438e-40	2.79719e-40
2.79719e-40	1.3986e-40
1.3986e-40	6.99298e-41
6.99298e-41	3.49649e-41
3.49649e-41	1.74824e-41
1.74824e-41	8.74122e-42
8.74122e-42	4.37061e-42
4.37061e-42	2.18531e-42
2.18531e-42	1.09265e-42
1.09265e-42	5.46326e-43
5.46326e-43	2.73163e-43
2.73163e-43	1.36582e-43
1.36582e-43	6.82908e-44
6.82908e-44	3.41454e-44
3.41454e-44	1.70727e-44
1.70727e-44	8.53635e-45
8.53635e-45	4.26817e-45
4.26817e-45	2.13409e-45
2.13409e-45	1.06704e-45
1.06704e-45	5.33522e-46
5.33522e-46	2.66761e-46
2.66761e-46	1.3338e-46
1.3338e-46	6.66902e-47
6.66902e-47	3.33451e-47
3.33451e-47	1.66726e-47
1.66726e-47	8.33628e-48
8.33628e-48	4.16814e-48
4.16814e-48	2.08407e-48
2.08407e-48	1.04203e-48
1.04203e-48	5.21017e-49
5.21017e-49	2.60509e-49
2.60509e-49	1.30254e-49
1.30254e-49	6.51272e-50
6.51272e-50	3.25636e-50
3.25636e-50	1.62818e-50
1.62818e-50	8.1409e-51
8.1409e-51	4.07045e-51
4.07045e-51	2.03522e-51
2.03522e-51	1.01761e-51
1.01761e-51	5.08806e-52
5.08806e-52	2.54403e-52
2.54403e-52	1.27202e-52
1.27202e-52	6.36008e-53
6.36008e-53	3.18004e-53
3.18004e-53	1.59002e-53
1.59002e-53	7.95009e-54
7.95009e-54	3.97505e-54
3.97505e-54	1.98752e-54
1.98752e-54	9.93762e-55
9.93762e-55	4.96881e-55
4.96881e-55	2.4844e-55
2.4844e-55	1.2422e-55
1.2422e-55	6.21101e-56
6.21101e-56	3.10551e-56
3.10551e-56	1.55275e-56
1.55275e-56	7.76376e-57
7.76376e-57	3.88188e-57
3.88188e-57	1.94094e-57
1.94094e-57	9.7047e-58
9.7047e-58	4.85235e-58
4.85235e-58	2.42618e-58
2.42618e-58	1.21309e-58
1.21309e-58	6.06544e-59
6.06544e-59	3.03272e-59
3.03272e-59	1.51636e-59
1.51636e-59	7.5818e-60
7.5818e-60	3.7909e-60
3.7909e-60	1.89545e-60
1.89545e-60	9.47725e-61
9.47725e-61	4.73863e-61
4.73863e-61	2.36931e-61
2.36931e-61	1.18466e-61
1.18466e-61	5.92328e-62
5.92328e-62	2.96164e-62
2.96164e-62	1.48082e-62
1.48082e-62	7.4041e-63
7.4041e-63	3.70205e-63
3.70205e-63	1.85103e-63
1.85103e-63	9.25513e-64
9.25513e-64	4.62756e-64
4.62756e-64	2.31378e-64
2.31378e-64	1.15689e-64
1.15689e-64	5.78445e-65
5.78445e-65	2.89223e-65
2.89223e-65	1.44611e-65
1.44611e-65	7.23057e-66
7.23057e-66	3.61528e-66
3.61528e-66	1.80764e-66
1.80764e-66	9.03821e-67
9.03821e-67	4.51911e-67
4.51911e-67	2.25955e-67
2.25955e-67	1.12978e-67
1.12978e-67	5.64888e-68
5.64888e-68	2.82444e-68
2.82444e-68	1.41222e-68
1.41222e-68	7.0611e-69
7.0611e-69	3.53055e-69
3.53055e-69	1.76528e-69
1.76528e-69	8.82638e-70
8.82638e-70	4.41319e-70
4.41319e-70	2.20659e-70
2.20659e-70	1.1033e-70
1.1033e-70	5.51649e-71
5.51649e-71	2.75824e-71
2.75824e-71	1.37912e-71
1.37912e-71	6.89561e-72
6.89561e-72	3.4478e-72
3.4478e-72	1.7239e-72
1.7239e-72	8.61951e-73
8.61951e-73	4.30975e-73
4.30975e-73	2.15488e-73
2.15488e-73	1.07744e-73
1.07744e-73	5.38719e-74
5.38719e-74	2.6936e-74
2.6936e-74	1.3468e-74
1.3468e-74	6.73399e-75
6.73399e-75	3.367e-75
3.367e-75	1.6835e-75
1.6835e-75	8.41749e-76
8.41749e-76	4.20874e-76
4.20874e-76	2.10437e-76
2.10437e-76	1.05219e-76
1.05219e-76	5.26093e-77
5.26093e-77	2.63047e-77
2.63047e-77	1.31523e-77
1.31523e-77	6.57616e-78
6.57616e-78	3.28808e-78
3.28808e-78	1.64404e-78
1.64404e-78	8.2202e-79
8.2202e-79	4.1101e-79
4.1101e-79	2.05505e-79
2.05505e-79	1.02753e-79
1.02753e-79	5.13763e-80
5.13763e-80	2.56881e-80
2.56881e-80	1.28441e-80
1.28441e-80	6.42203e-81
6.42203e-81	3.21102e-81
3.21102e-81	1.60551e-81
1.60551e-81	8.02754e-82
8.02754e-82	4.01377e-82
4.01377e-82	2.00689e-82
2.00689e-82	1.00344e-82
1.00344e-82	5.01721e-83
5.01721e-83	2.50861e-83
2.50861e-83	1.2543e-83
1.2543e-83	6.27152e-84
6.27152e-84	3.13576e-84
3.13576e-84	1.56788e-84
1.56788e-84	7.8394e-85
7.8394e-85	3.9197e-85
3.9197e-85	1.95985e-85
1.95985e-85	9.79925e-86
9.79925e-86	4.89962e-86
4.89962e-86	2.44981e-86
2.44981e-86	1.22491e-86
1.22491e-86	6.12453e-87
6.12453e-87	3.06226e-87
3.06226e-87	1.53113e-87
1.53113e-87	7.65566e-88
7.65566e-88	3.82783e-88
3.82783e-88	1.91392e-88
1.91392e-88	9.56958e-89
9.56958e-89	4.78479e-89
4.78479e-89	2.39239e-89
2.39239e-89	1.1962e-89
1.1962e-89	5.98099e-90
5.98099e-90	2.99049e-90
2.99049e-90	1.49525e-90
1.49525e-90	7.47623e-91
7.47623e-91	3.73812e-91
3.73812e-91	1.86906e-91
1.86906e-91	9.34529e-92
9.34529e-92	4.67265e-92
4.67265e-92	2.33632e-92
2.33632e-92	1.16816e-92
1.16816e-92	5.84081e-93
5.84081e-93	2.9204e-93
2.9204e-93	1.4602e-93
1.4602e-93	7.30101e-94
7.30101e-94	3.6505e-94
3.6505e-94	1.82525e-94
1.82525e-94	9.12626e-95
9.12626e-95	4.56313e-95
4.56313e-95	2.28157e-95
2.28157e-95	1.14078e-95
1.14078e-95	5.70391e-96
5.70391e-96	2.85196e-96
2.85196e-96	1.42598e-96
1.42598e-96	7.12989e-97
7.12989e-97	3.56495e-97
3.56495e-97	1.78247e-97
1.78247e-97	8.91236e-98
8.91236e-98	4.45618e-98
4.45618e-98	2.22809e-98
